Lat,Lon,Elevation
37.735121,-122.469749,97.04602813720703
37.735121,-122.46905425,102.0693893432617
37.735121,-122.4683595,105.3153381347656
37.735121,-122.46766475000001,109.6665878295898
37.735121,-122.46697000000002,114.4189376831055
37.735121,-122.46627525000002,117.8744812011719
37.735121,-122.46558050000003,123.1840286254883
37.735121,-122.46488575000004,128.3582763671875
37.735121,-122.46419100000004,135.4256896972656
37.735121,-122.46349625000005,143.3805999755859
37.735121,-122.46280150000005,159.1474151611328
37.735121,-122.46210675000006,164.1539611816406
37.735121,-122.46141200000007,171.357421875
37.735121,-122.46071725000007,167.9892883300781
37.735121,-122.46002250000008,174.6391143798828
37.735121,-122.45932775000009,180.7836608886719
37.735121,-122.45863300000009,185.4433288574219
37.735121,-122.4579382500001,185.9495391845703
37.735121,-122.4572435000001,186.5099639892578
37.735121,-122.45654875000011,185.4971618652344
37.735121,-122.45585400000012,194.2557983398438
37.735121,-122.45515925000012,199.2016754150391
37.735121,-122.45446450000013,200.1444854736328
37.735121,-122.45376975000013,204.1442565917969
37.735121,-122.45307500000014,191.0579223632812
37.735121,-122.45238025000015,193.6466064453125
37.735121,-122.45168550000015,191.7395477294922
37.735121,-122.45099075000016,180.8015441894531
37.735121,-122.45029600000017,169.3565368652344
37.735121,-122.44960125000017,146.2685089111328
37.735121,-122.44890650000018,129.1157531738281
37.735121,-122.44821175000018,134.5702362060547
37.735121,-122.44751700000019,148.7838592529297
37.735121,-122.4468222500002,154.8468780517578
37.735121,-122.4461275000002,156.2282104492188
37.735121,-122.44543275000021,149.2529907226562
37.735121,-122.44473800000021,139.9580993652344
37.735121,-122.44404325000022,130.1637115478516
37.735121,-122.44334850000023,126.3785781860352
37.735121,-122.44265375000023,130.04296875
37.735121,-122.44195900000024,114.3528671264648
37.735121,-122.44126425000024,95.67425537109375
37.735121,-122.44056950000025,80.23098754882812
37.735121,-122.43987475000026,82.01721954345703
37.735121,-122.43918000000026,71.22821807861328
37.735121,-122.43848525000027,66.55464172363281
37.735121,-122.43779050000028,68.69039916992188
37.735121,-122.43709575000028,70.0704345703125
37.735121,-122.43640100000029,72.83840942382812
37.735121,-122.4357062500003,69.66224670410156
37.735121,-122.4350115000003,73.93942260742188
37.735121,-122.4343167500003,67.61322021484375
37.735121,-122.43362200000031,63.50290298461914
37.735121,-122.43292725000032,75.76211547851562
37.735121,-122.43223250000032,78.19550323486328
37.735121,-122.43153775000033,82.05148315429688
37.735121,-122.43084300000034,78.42650604248047
37.735121,-122.43014825000034,74.14022064208984
37.735121,-122.42945350000035,71.7307357788086
37.735121,-122.42875875000036,64.92630767822266
37.735121,-122.42806400000036,63.95279312133789
37.735121,-122.42736925000037,71.45780944824219
37.735121,-122.42667450000037,73.0218276977539
37.735121,-122.42597975000038,70.53502655029297
37.735121,-122.42528500000039,68.18926239013672
37.735121,-122.42459025000039,68.6893081665039
37.735121,-122.4238955000004,70.34178924560547
37.735121,-122.4232007500004,69.64929962158203
37.735121,-122.42250600000041,69.52688598632812
37.735121,-122.42181125000042,69.48088836669922
37.735121,-122.42111650000042,68.33916473388672
37.735121,-122.42042175000043,66.85972595214844
37.735121,-122.41972700000044,66.77227783203125
37.735121,-122.41903225000044,65.850341796875
37.735121,-122.41833750000045,62.19264221191406
37.735121,-122.41764275000045,59.12688446044922
37.735121,-122.41694800000046,55.86740875244141
37.735121,-122.41625325000047,49.07308959960938
37.735121,-122.41555850000047,44.50516128540039
37.735121,-122.41486375000048,36.72981262207031
37.735121,-122.41416900000048,30.46376037597656
37.735121,-122.41347425000049,23.28715133666992
37.735121,-122.4127795000005,25.23201751708984
37.735121,-122.4120847500005,18.54769897460938
37.735121,-122.41139000000051,13.29516887664795
37.735121,-122.41069525000051,11.70064258575439
37.735121,-122.41000050000052,7.348436832427979
37.735121,-122.40930575000053,6.746328353881836
37.735121,-122.40861100000053,6.076147556304932
37.735121,-122.40791625000054,6.62790060043335
37.735121,-122.40722150000055,8.168120384216309
37.735121,-122.40652675000055,13.05307292938232
37.73581575,-122.469749,96.44667053222656
37.73581575,-122.46905425,102.1812362670898
37.73581575,-122.4683595,106.3183670043945
37.73581575,-122.46766475000001,111.2747039794922
37.73581575,-122.46697000000002,114.4491424560547
37.73581575,-122.46627525000002,118.6726531982422
37.73581575,-122.46558050000003,123.8323440551758
37.73581575,-122.46488575000004,128.3222198486328
37.73581575,-122.46419100000004,132.1366119384766
37.73581575,-122.46349625000005,134.7247772216797
37.73581575,-122.46280150000005,140.8952484130859
37.73581575,-122.46210675000006,148.9569244384766
37.73581575,-122.46141200000007,157.8036499023438
37.73581575,-122.46071725000007,169.1839447021484
37.73581575,-122.46002250000008,183.3087463378906
37.73581575,-122.45932775000009,195.8004608154297
37.73581575,-122.45863300000009,205.2781677246094
37.73581575,-122.4579382500001,205.4687194824219
37.73581575,-122.4572435000001,209.5234527587891
37.73581575,-122.45654875000011,220.8165283203125
37.73581575,-122.45585400000012,228.4323577880859
37.73581575,-122.45515925000012,231.8455810546875
37.73581575,-122.45446450000013,225.3184509277344
37.73581575,-122.45376975000013,234.3296661376953
37.73581575,-122.45307500000014,222.5845794677734
37.73581575,-122.45238025000015,212.1586303710938
37.73581575,-122.45168550000015,200.3831176757812
37.73581575,-122.45099075000016,178.9753265380859
37.73581575,-122.45029600000017,161.3670043945312
37.73581575,-122.44960125000017,151.1767578125
37.73581575,-122.44890650000018,140.1922760009766
37.73581575,-122.44821175000018,143.2763519287109
37.73581575,-122.44751700000019,154.8007965087891
37.73581575,-122.4468222500002,165.3799438476562
37.73581575,-122.4461275000002,163.4933166503906
37.73581575,-122.44543275000021,148.8869934082031
37.73581575,-122.44473800000021,131.9558410644531
37.73581575,-122.44404325000022,118.5972747802734
37.73581575,-122.44334850000023,105.1559753417969
37.73581575,-122.44265375000023,99.02898406982422
37.73581575,-122.44195900000024,97.17185974121094
37.73581575,-122.44126425000024,83.81163024902344
37.73581575,-122.44056950000025,73.14849853515625
37.73581575,-122.43987475000026,72.62319946289062
37.73581575,-122.43918000000026,72.9725112915039
37.73581575,-122.43848525000027,77.21794891357422
37.73581575,-122.43779050000028,79.11627197265625
37.73581575,-122.43709575000028,81.08529663085938
37.73581575,-122.43640100000029,86.76536560058594
37.73581575,-122.4357062500003,84.96527099609375
37.73581575,-122.4350115000003,85.250244140625
37.73581575,-122.4343167500003,71.31104278564453
37.73581575,-122.43362200000031,77.06930541992188
37.73581575,-122.43292725000032,88.27129364013672
37.73581575,-122.43223250000032,91.17876434326172
37.73581575,-122.43153775000033,92.47100067138672
37.73581575,-122.43084300000034,87.19732666015625
37.73581575,-122.43014825000034,87.11516571044922
37.73581575,-122.42945350000035,82.71144104003906
37.73581575,-122.42875875000036,78.11255645751953
37.73581575,-122.42806400000036,75.76567077636719
37.73581575,-122.42736925000037,64.76787567138672
37.73581575,-122.42667450000037,70.55311584472656
37.73581575,-122.42597975000038,78.06853485107422
37.73581575,-122.42528500000039,73.94792175292969
37.73581575,-122.42459025000039,71.87635040283203
37.73581575,-122.4238955000004,75.62004852294922
37.73581575,-122.4232007500004,74.34468841552734
37.73581575,-122.42250600000041,75.1438980102539
37.73581575,-122.42181125000042,76.80278015136719
37.73581575,-122.42111650000042,77.41422271728516
37.73581575,-122.42042175000043,77.74488067626953
37.73581575,-122.41972700000044,76.05995178222656
37.73581575,-122.41903225000044,72.40694427490234
37.73581575,-122.41833750000045,67.83445739746094
37.73581575,-122.41764275000045,64.14920043945312
37.73581575,-122.41694800000046,59.13492965698242
37.73581575,-122.41625325000047,52.89426803588867
37.73581575,-122.41555850000047,45.91669082641602
37.73581575,-122.41486375000048,37.36294174194336
37.73581575,-122.41416900000048,33.33379745483398
37.73581575,-122.41347425000049,36.44327926635742
37.73581575,-122.4127795000005,38.48981094360352
37.73581575,-122.4120847500005,32.44894790649414
37.73581575,-122.41139000000051,23.44063186645508
37.73581575,-122.41069525000051,12.6942892074585
37.73581575,-122.41000050000052,9.209851264953613
37.73581575,-122.40930575000053,7.07805871963501
37.73581575,-122.40861100000053,5.866231441497803
37.73581575,-122.40791625000054,6.412646293640137
37.73581575,-122.40722150000055,12.9458589553833
37.73581575,-122.40652675000055,10.12692070007324
37.7365105,-122.469749,97.08734893798828
37.7365105,-122.46905425,100.6367492675781
37.7365105,-122.4683595,106.0143432617188
37.7365105,-122.46766475000001,111.0233840942383
37.7365105,-122.46697000000002,118.4726257324219
37.7365105,-122.46627525000002,116.913703918457
37.7365105,-122.46558050000003,119.047119140625
37.7365105,-122.46488575000004,117.7418365478516
37.7365105,-122.46419100000004,119.4350967407227
37.7365105,-122.46349625000005,131.6788940429688
37.7365105,-122.46280150000005,140.6249084472656
37.7365105,-122.46210675000006,149.5921325683594
37.7365105,-122.46141200000007,166.7613983154297
37.7365105,-122.46071725000007,192.1376037597656
37.7365105,-122.46002250000008,202.5409545898438
37.7365105,-122.45932775000009,213.9062194824219
37.7365105,-122.45863300000009,220.2678833007812
37.7365105,-122.4579382500001,225.9664916992188
37.7365105,-122.4572435000001,238.7455444335938
37.7365105,-122.45654875000011,249.3304748535156
37.7365105,-122.45585400000012,244.374267578125
37.7365105,-122.45515925000012,241.1009826660156
37.7365105,-122.45446450000013,236.1585540771484
37.7365105,-122.45376975000013,237.5436401367188
37.7365105,-122.45307500000014,229.4715423583984
37.7365105,-122.45238025000015,218.4795227050781
37.7365105,-122.45168550000015,200.6342926025391
37.7365105,-122.45099075000016,189.6478576660156
37.7365105,-122.45029600000017,179.6158905029297
37.7365105,-122.44960125000017,172.0172729492188
37.7365105,-122.44890650000018,157.4777069091797
37.7365105,-122.44821175000018,152.5857238769531
37.7365105,-122.44751700000019,162.173095703125
37.7365105,-122.4468222500002,180.5984344482422
37.7365105,-122.4461275000002,176.5664825439453
37.7365105,-122.44543275000021,165.3721313476562
37.7365105,-122.44473800000021,131.6870269775391
37.7365105,-122.44404325000022,117.8353500366211
37.7365105,-122.44334850000023,112.4977722167969
37.7365105,-122.44265375000023,109.9451904296875
37.7365105,-122.44195900000024,104.6317291259766
37.7365105,-122.44126425000024,81.66124725341797
37.7365105,-122.44056950000025,75.4021224975586
37.7365105,-122.43987475000026,77.66136169433594
37.7365105,-122.43918000000026,84.86746215820312
37.7365105,-122.43848525000027,90.12507629394531
37.7365105,-122.43779050000028,95.9507064819336
37.7365105,-122.43709575000028,99.45671081542969
37.7365105,-122.43640100000029,103.6556091308594
37.7365105,-122.4357062500003,101.2146606445312
37.7365105,-122.4350115000003,89.11782836914062
37.7365105,-122.4343167500003,80.8022689819336
37.7365105,-122.43362200000031,93.5661392211914
37.7365105,-122.43292725000032,108.9729080200195
37.7365105,-122.43223250000032,112.6147994995117
37.7365105,-122.43153775000033,105.0560073852539
37.7365105,-122.43084300000034,101.7826766967773
37.7365105,-122.43014825000034,94.31293487548828
37.7365105,-122.42945350000035,91.40155029296875
37.7365105,-122.42875875000036,87.08607482910156
37.7365105,-122.42806400000036,85.61967468261719
37.7365105,-122.42736925000037,78.89921569824219
37.7365105,-122.42667450000037,67.30997467041016
37.7365105,-122.42597975000038,72.29747772216797
37.7365105,-122.42528500000039,75.3042221069336
37.7365105,-122.42459025000039,73.85503387451172
37.7365105,-122.4238955000004,75.87747955322266
37.7365105,-122.4232007500004,76.2750015258789
37.7365105,-122.42250600000041,77.5995864868164
37.7365105,-122.42181125000042,79.96903991699219
37.7365105,-122.42111650000042,84.966796875
37.7365105,-122.42042175000043,95.13633728027344
37.7365105,-122.41972700000044,84.38475036621094
37.7365105,-122.41903225000044,79.05207061767578
37.7365105,-122.41833750000045,74.5422592163086
37.7365105,-122.41764275000045,70.04952239990234
37.7365105,-122.41694800000046,63.85713958740234
37.7365105,-122.41625325000047,56.7929573059082
37.7365105,-122.41555850000047,46.93372344970703
37.7365105,-122.41486375000048,42.58929061889648
37.7365105,-122.41416900000048,42.65494918823242
37.7365105,-122.41347425000049,48.91415405273438
37.7365105,-122.4127795000005,50.91383361816406
37.7365105,-122.4120847500005,47.90247344970703
37.7365105,-122.41139000000051,37.25483322143555
37.7365105,-122.41069525000051,13.78054046630859
37.7365105,-122.41000050000052,10.19006252288818
37.7365105,-122.40930575000053,6.771525859832764
37.7365105,-122.40861100000053,6.597800254821777
37.7365105,-122.40791625000054,5.574568271636963
37.7365105,-122.40722150000055,5.903391361236572
37.7365105,-122.40652675000055,6.598369121551514
37.73720525,-122.469749,95.09886169433594
37.73720525,-122.46905425,102.1882019042969
37.73720525,-122.4683595,101.3066101074219
37.73720525,-122.46766475000001,107.1317901611328
37.73720525,-122.46697000000002,111.4596252441406
37.73720525,-122.46627525000002,114.9617691040039
37.73720525,-122.46558050000003,116.3892440795898
37.73720525,-122.46488575000004,119.4890441894531
37.73720525,-122.46419100000004,133.8599243164062
37.73720525,-122.46349625000005,139.0294342041016
37.73720525,-122.46280150000005,148.8608703613281
37.73720525,-122.46210675000006,155.6066741943359
37.73720525,-122.46141200000007,172.3383331298828
37.73720525,-122.46071725000007,196.4313201904297
37.73720525,-122.46002250000008,212.7446441650391
37.73720525,-122.45932775000009,217.0125579833984
37.73720525,-122.45863300000009,228.5711212158203
37.73720525,-122.4579382500001,238.8950805664062
37.73720525,-122.4572435000001,248.2179412841797
37.73720525,-122.45654875000011,248.8587799072266
37.73720525,-122.45585400000012,238.1483001708984
37.73720525,-122.45515925000012,257.0708618164062
37.73720525,-122.45446450000013,266.6489868164062
37.73720525,-122.45376975000013,270.0118408203125
37.73720525,-122.45307500000014,234.6806488037109
37.73720525,-122.45238025000015,221.2718505859375
37.73720525,-122.45168550000015,215.5880432128906
37.73720525,-122.45099075000016,202.6700592041016
37.73720525,-122.45029600000017,194.4615478515625
37.73720525,-122.44960125000017,185.4031677246094
37.73720525,-122.44890650000018,185.5339965820312
37.73720525,-122.44821175000018,176.3646545410156
37.73720525,-122.44751700000019,176.0055847167969
37.73720525,-122.4468222500002,183.8860168457031
37.73720525,-122.4461275000002,180.4872436523438
37.73720525,-122.44543275000021,165.4408264160156
37.73720525,-122.44473800000021,145.2544555664062
37.73720525,-122.44404325000022,149.2199249267578
37.73720525,-122.44334850000023,139.1222229003906
37.73720525,-122.44265375000023,121.7900314331055
37.73720525,-122.44195900000024,139.3618927001953
37.73720525,-122.44126425000024,95.72419738769531
37.73720525,-122.44056950000025,83.88031005859375
37.73720525,-122.43987475000026,93.5346908569336
37.73720525,-122.43918000000026,97.06023406982422
37.73720525,-122.43848525000027,99.19332885742188
37.73720525,-122.43779050000028,116.999641418457
37.73720525,-122.43709575000028,120.441047668457
37.73720525,-122.43640100000029,113.6114501953125
37.73720525,-122.4357062500003,104.7988586425781
37.73720525,-122.4350115000003,92.38004302978516
37.73720525,-122.4343167500003,91.63836669921875
37.73720525,-122.43362200000031,105.5930099487305
37.73720525,-122.43292725000032,122.9238815307617
37.73720525,-122.43223250000032,129.6624145507812
37.73720525,-122.43153775000033,121.7192535400391
37.73720525,-122.43084300000034,114.4530410766602
37.73720525,-122.43014825000034,109.2644958496094
37.73720525,-122.42945350000035,105.2609939575195
37.73720525,-122.42875875000036,101.4794464111328
37.73720525,-122.42806400000036,92.9245834350586
37.73720525,-122.42736925000037,83.51349639892578
37.73720525,-122.42667450000037,76.61105346679688
37.73720525,-122.42597975000038,63.54240798950195
37.73720525,-122.42528500000039,65.49591064453125
37.73720525,-122.42459025000039,73.5250015258789
37.73720525,-122.4238955000004,72.38883972167969
37.73720525,-122.4232007500004,77.02090454101562
37.73720525,-122.42250600000041,77.98751831054688
37.73720525,-122.42181125000042,81.91108703613281
37.73720525,-122.42111650000042,85.39187622070312
37.73720525,-122.42042175000043,92.34735107421875
37.73720525,-122.41972700000044,86.27532196044922
37.73720525,-122.41903225000044,84.96714782714844
37.73720525,-122.41833750000045,78.34756469726562
37.73720525,-122.41764275000045,72.87010955810547
37.73720525,-122.41694800000046,64.38703918457031
37.73720525,-122.41625325000047,54.8725700378418
37.73720525,-122.41555850000047,51.39006805419922
37.73720525,-122.41486375000048,48.88968276977539
37.73720525,-122.41416900000048,51.56458282470703
37.73720525,-122.41347425000049,54.5907096862793
37.73720525,-122.4127795000005,56.00399780273438
37.73720525,-122.4120847500005,51.75873184204102
37.73720525,-122.41139000000051,41.09729766845703
37.73720525,-122.41069525000051,31.72168731689453
37.73720525,-122.41000050000052,30.69333839416504
37.73720525,-122.40930575000053,8.233881950378418
37.73720525,-122.40861100000053,7.552293300628662
37.73720525,-122.40791625000054,6.474388122558594
37.73720525,-122.40722150000055,6.63165807723999
37.73720525,-122.40652675000055,5.72697114944458
37.7379,-122.469749,97.69471740722656
37.7379,-122.46905425,98.03189849853516
37.7379,-122.4683595,101.6711807250977
37.7379,-122.46766475000001,102.3699264526367
37.7379,-122.46697000000002,106.8040161132812
37.7379,-122.46627525000002,114.9518890380859
37.7379,-122.46558050000003,115.6721496582031
37.7379,-122.46488575000004,124.3703155517578
37.7379,-122.46419100000004,132.7869110107422
37.7379,-122.46349625000005,140.1921691894531
37.7379,-122.46280150000005,150.2127532958984
37.7379,-122.46210675000006,160.0594482421875
37.7379,-122.46141200000007,174.3136596679688
37.7379,-122.46071725000007,199.9651031494141
37.7379,-122.46002250000008,201.7286071777344
37.7379,-122.45932775000009,201.1423950195312
37.7379,-122.45863300000009,203.4270324707031
37.7379,-122.4579382500001,212.4639587402344
37.7379,-122.4572435000001,212.2523498535156
37.7379,-122.45654875000011,224.8612670898438
37.7379,-122.45585400000012,259.2059936523438
37.7379,-122.45515925000012,281.1532592773438
37.7379,-122.45446450000013,295.0917053222656
37.7379,-122.45376975000013,293.1992797851562
37.7379,-122.45307500000014,257.0254821777344
37.7379,-122.45238025000015,235.8796234130859
37.7379,-122.45168550000015,220.9506683349609
37.7379,-122.45099075000016,214.6353759765625
37.7379,-122.45029600000017,201.6393585205078
37.7379,-122.44960125000017,194.9266967773438
37.7379,-122.44890650000018,196.55908203125
37.7379,-122.44821175000018,190.40283203125
37.7379,-122.44751700000019,189.2778167724609
37.7379,-122.4468222500002,188.5052947998047
37.7379,-122.4461275000002,185.7615814208984
37.7379,-122.44543275000021,181.5193786621094
37.7379,-122.44473800000021,175.2318115234375
37.7379,-122.44404325000022,173.7090606689453
37.7379,-122.44334850000023,163.4997863769531
37.7379,-122.44265375000023,133.6109161376953
37.7379,-122.44195900000024,138.8900299072266
37.7379,-122.44126425000024,111.8898162841797
37.7379,-122.44056950000025,90.83959197998047
37.7379,-122.43987475000026,107.1411514282227
37.7379,-122.43918000000026,111.0146102905273
37.7379,-122.43848525000027,114.3788528442383
37.7379,-122.43779050000028,128.4379272460938
37.7379,-122.43709575000028,131.5936431884766
37.7379,-122.43640100000029,125.8064117431641
37.7379,-122.4357062500003,112.90087890625
37.7379,-122.4350115000003,104.1796264648438
37.7379,-122.4343167500003,99.4771728515625
37.7379,-122.43362200000031,122.1281127929688
37.7379,-122.43292725000032,139.4119567871094
37.7379,-122.43223250000032,145.4528961181641
37.7379,-122.43153775000033,144.3067169189453
37.7379,-122.43084300000034,131.4949493408203
37.7379,-122.43014825000034,121.2304916381836
37.7379,-122.42945350000035,114.1196899414062
37.7379,-122.42875875000036,108.9443588256836
37.7379,-122.42806400000036,99.90771484375
37.7379,-122.42736925000037,89.28351593017578
37.7379,-122.42667450000037,80.6530990600586
37.7379,-122.42597975000038,73.94080352783203
37.7379,-122.42528500000039,66.14031982421875
37.7379,-122.42459025000039,67.42611694335938
37.7379,-122.4238955000004,69.12518310546875
37.7379,-122.4232007500004,73.45718383789062
37.7379,-122.42250600000041,76.12549591064453
37.7379,-122.42181125000042,79.99337005615234
37.7379,-122.42111650000042,84.87032318115234
37.7379,-122.42042175000043,88.89395904541016
37.7379,-122.41972700000044,93.86224365234375
37.7379,-122.41903225000044,87.90067291259766
37.7379,-122.41833750000045,80.87028503417969
37.7379,-122.41764275000045,73.98491668701172
37.7379,-122.41694800000046,63.11785888671875
37.7379,-122.41625325000047,60.40412139892578
37.7379,-122.41555850000047,61.67051315307617
37.7379,-122.41486375000048,58.55263137817383
37.7379,-122.41416900000048,60.08362579345703
37.7379,-122.41347425000049,61.79024505615234
37.7379,-122.4127795000005,59.96646499633789
37.7379,-122.4120847500005,55.82403564453125
37.7379,-122.41139000000051,52.09917068481445
37.7379,-122.41069525000051,50.74270248413086
37.7379,-122.41000050000052,49.69815826416016
37.7379,-122.40930575000053,27.65309715270996
37.7379,-122.40861100000053,10.94180011749268
37.7379,-122.40791625000054,11.87199211120605
37.7379,-122.40722150000055,6.312746524810791
37.7379,-122.40652675000055,5.285065650939941
37.738594750000004,-122.469749,90.88475036621094
37.738594750000004,-122.46905425,97.67994689941406
37.738594750000004,-122.4683595,98.17398834228516
37.738594750000004,-122.46766475000001,107.8734970092773
37.738594750000004,-122.46697000000002,106.6474609375
37.738594750000004,-122.46627525000002,115.7639236450195
37.738594750000004,-122.46558050000003,118.0742797851562
37.738594750000004,-122.46488575000004,126.2682571411133
37.738594750000004,-122.46419100000004,131.1222076416016
37.738594750000004,-122.46349625000005,138.6287689208984
37.738594750000004,-122.46280150000005,149.7874450683594
37.738594750000004,-122.46210675000006,160.8572387695312
37.738594750000004,-122.46141200000007,179.2144317626953
37.738594750000004,-122.46071725000007,191.7631530761719
37.738594750000004,-122.46002250000008,179.5258483886719
37.738594750000004,-122.45932775000009,174.7799987792969
37.738594750000004,-122.45863300000009,176.7292327880859
37.738594750000004,-122.4579382500001,181.3393402099609
37.738594750000004,-122.4572435000001,205.4258728027344
37.738594750000004,-122.45654875000011,244.7933502197266
37.738594750000004,-122.45585400000012,269.5624694824219
37.738594750000004,-122.45515925000012,286.6693115234375
37.738594750000004,-122.45446450000013,299.5696716308594
37.738594750000004,-122.45376975000013,293.4902648925781
37.738594750000004,-122.45307500000014,275.049072265625
37.738594750000004,-122.45238025000015,253.6129913330078
37.738594750000004,-122.45168550000015,231.8639678955078
37.738594750000004,-122.45099075000016,221.7440032958984
37.738594750000004,-122.45029600000017,210.8760681152344
37.738594750000004,-122.44960125000017,203.3400268554688
37.738594750000004,-122.44890650000018,202.9713134765625
37.738594750000004,-122.44821175000018,199.0675964355469
37.738594750000004,-122.44751700000019,196.1207580566406
37.738594750000004,-122.4468222500002,195.2041320800781
37.738594750000004,-122.4461275000002,192.0287322998047
37.738594750000004,-122.44543275000021,195.0258483886719
37.738594750000004,-122.44473800000021,195.6154632568359
37.738594750000004,-122.44404325000022,192.5928039550781
37.738594750000004,-122.44334850000023,170.8943481445312
37.738594750000004,-122.44265375000023,133.5577239990234
37.738594750000004,-122.44195900000024,143.4581146240234
37.738594750000004,-122.44126425000024,103.2258987426758
37.738594750000004,-122.44056950000025,96.0999755859375
37.738594750000004,-122.43987475000026,120.4845123291016
37.738594750000004,-122.43918000000026,124.7799758911133
37.738594750000004,-122.43848525000027,130.8079986572266
37.738594750000004,-122.43779050000028,141.6319274902344
37.738594750000004,-122.43709575000028,140.7757720947266
37.738594750000004,-122.43640100000029,137.8529968261719
37.738594750000004,-122.4357062500003,125.1995544433594
37.738594750000004,-122.4350115000003,117.5791473388672
37.738594750000004,-122.4343167500003,116.8722457885742
37.738594750000004,-122.43362200000031,135.7978210449219
37.738594750000004,-122.43292725000032,152.1090393066406
37.738594750000004,-122.43223250000032,163.5717010498047
37.738594750000004,-122.43153775000033,155.5007934570312
37.738594750000004,-122.43084300000034,146.5118865966797
37.738594750000004,-122.43014825000034,137.8291473388672
37.738594750000004,-122.42945350000035,130.2695007324219
37.738594750000004,-122.42875875000036,115.7698669433594
37.738594750000004,-122.42806400000036,98.0918197631836
37.738594750000004,-122.42736925000037,87.91488647460938
37.738594750000004,-122.42667450000037,81.13186645507812
37.738594750000004,-122.42597975000038,74.92941284179688
37.738594750000004,-122.42528500000039,75.55735778808594
37.738594750000004,-122.42459025000039,58.83607482910156
37.738594750000004,-122.4238955000004,63.56607437133789
37.738594750000004,-122.4232007500004,67.68860626220703
37.738594750000004,-122.42250600000041,75.72380065917969
37.738594750000004,-122.42181125000042,80.07550048828125
37.738594750000004,-122.42111650000042,80.09603118896484
37.738594750000004,-122.42042175000043,85.19435119628906
37.738594750000004,-122.41972700000044,87.82864379882812
37.738594750000004,-122.41903225000044,84.51365661621094
37.738594750000004,-122.41833750000045,81.01054382324219
37.738594750000004,-122.41764275000045,71.83963775634766
37.738594750000004,-122.41694800000046,65.55103302001953
37.738594750000004,-122.41625325000047,67.38876342773438
37.738594750000004,-122.41555850000047,68.34919738769531
37.738594750000004,-122.41486375000048,66.74600219726562
37.738594750000004,-122.41416900000048,69.92595672607422
37.738594750000004,-122.41347425000049,65.19152069091797
37.738594750000004,-122.4127795000005,63.78461074829102
37.738594750000004,-122.4120847500005,65.86226654052734
37.738594750000004,-122.41139000000051,61.27361679077148
37.738594750000004,-122.41069525000051,56.99947357177734
37.738594750000004,-122.41000050000052,53.74479675292969
37.738594750000004,-122.40930575000053,46.06193923950195
37.738594750000004,-122.40861100000053,39.34750747680664
37.738594750000004,-122.40791625000054,13.31920146942139
37.738594750000004,-122.40722150000055,6.427581787109375
37.738594750000004,-122.40652675000055,5.667112350463867
37.739289500000005,-122.469749,93.92509460449219
37.739289500000005,-122.46905425,95.88143920898438
37.739289500000005,-122.4683595,102.8879852294922
37.739289500000005,-122.46766475000001,101.9622192382812
37.739289500000005,-122.46697000000002,108.8700790405273
37.739289500000005,-122.46627525000002,113.430908203125
